                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    122,                 0.7935,                0.46223,                0.88881,                0.93622,                0.92178,                0.95721,                0.72726,                 0.8705,                 0.5366,                 0.9219,              0.0088021,              0.0088021,              0.0088021
                    123,                  0.771,                 0.4535,                0.88262,                 0.9215,                0.93992,                0.95683,                 0.7296,                0.84962,                0.52715,                0.90859,              0.0087922,              0.0087922,              0.0087922
                    124,                 0.7855,                 0.4624,                0.88515,                0.91855,                0.92335,                 0.9496,                0.73408,                0.86116,                0.56922,                 0.9144,              0.0087823,              0.0087823,              0.0087823
                    125,                0.78493,                0.45278,                0.88645,                0.91448,                0.94017,                0.95432,                0.73008,                0.86374,                0.55679,                0.90732,              0.0087724,              0.0087724,              0.0087724
                    126,                0.78861,                0.46316,                0.88638,                0.94177,                0.92223,                0.95916,                0.72737,                0.86401,                0.53077,                0.92099,              0.0087625,              0.0087625,              0.0087625
                    127,                0.77647,                0.46037,                0.88024,                 0.9426,                0.90607,                0.95282,                0.73437,                0.85363,                0.56261,                0.91703,              0.0087526,              0.0087526,              0.0087526
                    128,                0.77377,                0.45252,                0.88116,                0.93414,                0.92183,                0.95014,                0.73408,                0.85979,                0.54874,                0.91601,              0.0087427,              0.0087427,              0.0087427
                    129,                0.77429,                0.45646,                 0.8855,                 0.9336,                0.91126,                0.95631,                0.74618,                0.87837,                0.54201,                0.92768,              0.0087328,              0.0087328,              0.0087328
                    130,                0.77065,                0.44974,                0.88677,                0.93916,                0.91666,                0.96361,                0.72263,                0.87244,                0.55795,                0.91481,              0.0087229,              0.0087229,              0.0087229
                    131,                0.77708,                0.46156,                0.88701,                0.91922,                0.92285,                0.94166,                0.72116,                0.87465,                0.54237,                0.91815,               0.008713,               0.008713,               0.008713
                    132,                 0.7626,                0.45169,                0.87871,                0.92657,                0.91705,                  0.954,                0.72936,                0.86758,                0.54283,                0.91164,              0.0087031,              0.0087031,              0.0087031
                    133,                0.75525,                0.44426,                0.87675,                  0.939,                0.91419,                 0.9559,                0.73353,                0.88032,                0.54522,                0.91913,              0.0086932,              0.0086932,              0.0086932
                    134,                  0.762,                0.44665,                0.88108,                0.94174,                0.92835,                0.95933,                 0.7337,                0.88154,                0.54688,                0.91651,              0.0086833,              0.0086833,              0.0086833
                    135,                0.76199,                0.44673,                  0.883,                0.91529,                0.92986,                0.95387,                0.73604,                0.88447,                 0.5493,                0.92257,              0.0086734,              0.0086734,              0.0086734
                    136,                0.77164,                0.44938,                0.88176,                0.92036,                 0.9126,                0.94166,                0.73046,                0.87348,                0.55943,                0.92651,              0.0086635,              0.0086635,              0.0086635
                    137,                0.74792,                0.43673,                0.87515,                0.93066,                0.91766,                 0.9447,                0.73665,                 0.8707,                 0.5633,                0.92284,              0.0086536,              0.0086536,              0.0086536
                    138,                0.76116,                0.44382,                0.87922,                 0.9314,                0.93505,                0.94893,                 0.7388,                0.86836,                0.54242,                0.92663,              0.0086437,              0.0086437,              0.0086437
                    139,                0.77197,                0.44682,                0.88079,                0.93572,                0.93408,                0.96509,                0.73773,                0.85739,                0.51789,                0.91483,              0.0086338,              0.0086338,              0.0086338
                    140,                0.76926,                0.45092,                0.87338,                0.93346,                0.91604,                0.95395,                0.73052,                0.86021,                0.54224,                0.91686,              0.0086239,              0.0086239,              0.0086239
                    141,                0.76418,                0.45042,                 0.8808,                0.92936,                0.92827,                0.95868,                0.72737,                0.89443,                 0.5363,                0.92799,               0.008614,               0.008614,               0.008614
                    142,                0.77524,                0.44821,                0.88687,                0.94738,                0.92597,                0.95316,                0.72854,                0.86155,                0.52484,                0.91189,              0.0086041,              0.0086041,              0.0086041
                    143,                0.75236,                 0.4338,                0.87646,                0.93667,                0.92445,                0.95137,                0.73528,                 0.8642,                0.52843,                0.91037,              0.0085942,              0.0085942,              0.0085942
                    144,                0.75173,                0.43956,                0.87259,                0.93432,                0.93015,                0.95508,                0.73243,                0.83996,                0.52143,                0.91245,              0.0085843,              0.0085843,              0.0085843
                    145,                0.76029,                0.44226,                 0.8796,                0.92802,                0.90635,                0.95033,                0.72696,                0.85914,                0.53685,                0.91772,              0.0085744,              0.0085744,              0.0085744
                    146,                0.76937,                0.44334,                0.88504,                0.93067,                0.92401,                0.95822,                0.73917,                0.85738,                0.52715,                0.91655,              0.0085645,              0.0085645,              0.0085645
                    147,                0.76268,                0.45197,                0.88208,                0.91237,                0.92393,                0.95218,                0.73462,                0.87788,                0.55183,                0.92347,              0.0085546,              0.0085546,              0.0085546
                    148,                0.76193,                0.45209,                0.87723,                0.92524,                0.91074,                0.94784,                0.73302,                0.87436,                0.57113,                0.92342,              0.0085447,              0.0085447,              0.0085447
                    149,                0.76478,                0.44404,                 0.8818,                0.94179,                0.91301,                0.95588,                0.73642,                 0.8757,                0.51247,                0.92408,              0.0085348,              0.0085348,              0.0085348
                    150,                0.75502,                0.44155,                0.87851,                0.94137,                0.91261,                0.95622,                0.74253,                0.87717,                0.54626,                0.91432,              0.0085249,              0.0085249,              0.0085249
                    151,                 0.7528,                0.43993,                0.87604,                0.94258,                0.91711,                0.95012,                0.73197,                0.87244,                0.53368,                0.91425,               0.008515,               0.008515,               0.008515
                    152,                 0.7516,                0.43563,                0.87586,                0.93793,                0.92154,                0.95862,                0.74097,                0.86593,                0.51679,                0.91345,              0.0085051,              0.0085051,              0.0085051
                    153,                0.75201,                0.43538,                0.87281,                0.95312,                 0.9154,                0.94706,                0.73368,                0.87615,                 0.5332,                0.91908,              0.0084952,              0.0084952,              0.0084952
                    154,                0.75999,                0.44111,                0.87837,                0.93417,                0.89976,                0.95121,                0.73768,                0.86554,                0.54781,                0.91393,              0.0084853,              0.0084853,              0.0084853
                    155,                0.74128,                0.44133,                0.87132,                0.95817,                0.90229,                0.95918,                0.74744,                0.86725,                 0.5269,                0.91674,              0.0084754,              0.0084754,              0.0084754
                    156,                0.74068,                0.44262,                  0.872,                0.94283,                0.91804,                0.95317,                0.74069,                 0.8623,                0.58496,                0.90585,              0.0084655,              0.0084655,              0.0084655
                    157,                 0.7518,                0.43834,                0.87685,                 0.9457,                0.89463,                0.95121,                0.73561,                 0.8607,                0.54919,                0.90938,              0.0084556,              0.0084556,              0.0084556
                    158,                0.75334,                0.43888,                0.87618,                0.92885,                0.92092,                0.95288,                0.74153,                0.85417,                0.52672,                0.90713,              0.0084457,              0.0084457,              0.0084457
                    159,                0.74635,                0.42798,                0.87178,                0.92919,                0.91236,                0.94061,                0.72999,                0.88602,                0.56283,                0.92596,              0.0084358,              0.0084358,              0.0084358
                    160,                0.72645,                0.42256,                0.86765,                0.91706,                0.92512,                0.94852,                0.73716,                0.87584,                0.54124,                 0.9164,              0.0084259,              0.0084259,              0.0084259
                    161,                 0.7429,                0.42898,                 0.8768,                  0.933,                0.91826,                0.95036,                0.74231,                0.84134,                0.51359,                0.89949,               0.008416,               0.008416,               0.008416
                    162,                0.74583,                0.43791,                0.87289,                0.93571,                0.90473,                 0.9542,                0.74203,                0.85813,                0.52121,                0.90902,              0.0084061,              0.0084061,              0.0084061
                    163,                0.74813,                0.43701,                0.87617,                0.95086,                0.88789,                0.95172,                0.74268,                0.84368,                0.51576,                0.91356,              0.0083962,              0.0083962,              0.0083962
                    164,                0.75205,                 0.4336,                0.87239,                0.94987,                0.89359,                0.95521,                0.74816,                0.83756,                0.52022,                0.90774,              0.0083863,              0.0083863,              0.0083863
                    165,                0.73945,                 0.4247,                0.86848,                0.92002,                0.91197,                0.95334,                0.73748,                0.83641,                0.53227,                0.89772,              0.0083764,              0.0083764,              0.0083764
                    166,                0.74687,                0.43101,                0.87166,                0.93739,                0.91734,                0.95154,                0.74276,                0.84027,                0.56794,                0.90898,              0.0083665,              0.0083665,              0.0083665
                    167,                0.73731,                0.42837,                0.87389,                0.92766,                0.93102,                  0.944,                0.72718,                0.84324,                0.52824,                 0.9078,              0.0083566,              0.0083566,              0.0083566
                    168,                0.74433,                0.42863,                0.87886,                0.91864,                0.93203,                0.94509,                0.72603,                0.85661,                0.56825,                0.91528,              0.0083467,              0.0083467,              0.0083467
                    169,                0.74933,                0.43298,                0.87548,                 0.9065,                0.92208,                0.94603,                0.72672,                0.85947,                0.56575,                0.91449,              0.0083368,              0.0083368,              0.0083368
                    170,                0.75191,                0.43411,                0.87553,                0.93205,                 0.8974,                0.95199,                0.73091,                0.84964,                0.52844,                0.91196,              0.0083269,              0.0083269,              0.0083269
                    171,                0.73492,                0.42712,                 0.8716,                0.94368,                0.92346,                0.95571,                0.73599,                0.85358,                0.50803,                0.91389,               0.008317,               0.008317,               0.008317
                    172,                0.73432,                0.42418,                0.87116,                0.94062,                0.92109,                0.94762,                0.73201,                0.86231,                 0.5133,                0.91856,              0.0083071,              0.0083071,              0.0083071
                    173,                0.74509,                0.42725,                0.87598,                0.92704,                 0.9222,                0.94047,                0.73183,                0.84319,                0.52528,                0.90546,              0.0082972,              0.0082972,              0.0082972
                    174,                0.73389,                0.42486,                0.87363,                0.94345,                0.91385,                0.95389,                0.74939,                0.83339,                0.51487,                0.91095,              0.0082873,              0.0082873,              0.0082873
                    175,                0.72446,                0.41501,                0.86776,                 0.9366,                0.93328,                0.95172,                0.74025,                0.83745,                0.51221,                0.91899,              0.0082774,              0.0082774,              0.0082774
                    176,                0.72797,                0.41998,                0.86468,                0.93105,                0.93451,                0.94879,                0.73567,                0.82949,                0.50297,                0.90723,              0.0082675,              0.0082675,              0.0082675
                    177,                0.72853,                0.41926,                0.86625,                0.92203,                0.89303,                0.93969,                0.73726,                0.84434,                0.54048,                0.91312,              0.0082576,              0.0082576,              0.0082576
                    178,                0.73047,                0.42897,                0.87102,                0.93841,                0.91656,                0.95234,                0.73493,                0.84396,                0.51825,                0.91483,              0.0082477,              0.0082477,              0.0082477
                    179,                0.72558,                0.42507,                0.86552,                0.93057,                0.91689,                0.95793,                0.73855,                0.86256,                 0.5506,                0.90962,              0.0082378,              0.0082378,              0.0082378
                    180,                0.72359,                0.42347,                0.86718,                0.90273,                0.92904,                0.94863,                0.73214,                0.85312,                0.52185,                0.90934,              0.0082279,              0.0082279,              0.0082279
                    181,                0.72648,                 0.4188,                0.86767,                0.92576,                0.90278,                0.95088,                0.74796,                 0.8456,                0.49423,                 0.9122,               0.008218,               0.008218,               0.008218
                    182,                 0.7193,                0.41894,                0.86341,                0.92705,                0.91787,                0.94473,                0.72606,                0.85134,                0.52794,                0.91326,              0.0082081,              0.0082081,              0.0082081
                    183,                0.73175,                0.42659,                0.87436,                0.91395,                0.93916,                0.94899,                0.73992,                0.82338,                0.49803,                0.90165,              0.0081982,              0.0081982,              0.0081982
                    184,                0.72763,                0.42023,                0.87367,                0.94736,                0.91072,                0.94851,                0.73352,                0.85534,                0.50998,                0.91135,              0.0081883,              0.0081883,              0.0081883
                    185,                0.73013,                0.42295,                0.86705,                0.91113,                0.94183,                0.95076,                0.73514,                0.84132,                0.52839,                0.90465,              0.0081784,              0.0081784,              0.0081784
                    186,                 0.7495,                0.42608,                 0.8745,                0.93979,                0.90048,                0.94639,                0.73413,                0.84411,                0.54818,                 0.9137,              0.0081685,              0.0081685,              0.0081685
                    187,                0.72705,                0.43002,                 0.8744,                0.94302,                0.92591,                0.95157,                0.73359,                0.83049,                0.51824,                0.90878,              0.0081586,              0.0081586,              0.0081586
                    188,                0.72903,                0.42127,                0.86809,                 0.9483,                0.92577,                0.95549,                0.73651,                0.83029,                 0.5055,                0.90676,              0.0081487,              0.0081487,              0.0081487
                    189,                0.71603,                 0.4159,                0.87093,                0.92251,                0.92664,                0.93804,                0.73007,                0.83674,                0.52749,                0.90665,              0.0081388,              0.0081388,              0.0081388
                    190,                0.72594,                0.41822,                0.86869,                0.90812,                0.92902,                0.95579,                0.73962,                0.82166,                0.52781,                0.90617,              0.0081289,              0.0081289,              0.0081289
                    191,                0.73414,                0.42135,                0.87203,                0.92141,                0.93288,                 0.9559,                0.74398,                0.83477,                0.53507,                0.91088,               0.008119,               0.008119,               0.008119
                    192,                0.71035,                0.41017,                0.86468,                0.93441,                0.93095,                0.95446,                0.74377,                0.83076,                0.51245,                0.90671,              0.0081091,              0.0081091,              0.0081091
                    193,                0.73376,                0.42237,                0.87131,                0.93192,                0.92226,                0.94728,                0.73468,                0.82918,                0.51957,                0.90377,              0.0080992,              0.0080992,              0.0080992
                    194,                0.71465,                0.41298,                0.86793,                0.94106,                 0.9169,                0.95248,                0.74427,                 0.8311,                0.52494,                 0.9021,              0.0080893,              0.0080893,              0.0080893
                    195,                 0.7194,                0.41655,                0.86559,                 0.9368,                0.93017,                0.95564,                 0.7579,                0.83012,                0.50595,                0.90428,              0.0080794,              0.0080794,              0.0080794
                    196,                0.71884,                0.41382,                0.86516,                0.92735,                0.92475,                0.95636,                 0.7443,                0.83205,                0.49721,                0.89661,              0.0080695,              0.0080695,              0.0080695
                    197,                0.72336,                 0.4221,                0.86547,                0.93407,                0.91072,                0.95017,                0.75009,                0.83472,                0.52911,                0.89999,              0.0080596,              0.0080596,              0.0080596
                    198,                 0.7215,                0.41891,                 0.8641,                0.92206,                0.92597,                0.94618,                0.74197,                0.81716,                0.51623,                0.89461,              0.0080497,              0.0080497,              0.0080497
                    199,                0.69999,                0.40741,                0.86182,                0.91243,                0.92756,                0.95214,                0.75208,                0.81632,                0.51647,                0.90006,              0.0080398,              0.0080398,              0.0080398
                    200,                0.71859,                0.41071,                 0.8605,                0.91933,                0.93293,                0.95322,                0.74821,                0.81906,                0.51793,                0.90582,              0.0080299,              0.0080299,              0.0080299
                    201,                0.71343,                0.41457,                0.86565,                0.92265,                0.93378,                0.94445,                0.73669,                0.83062,                0.52594,                 0.9039,                0.00802,                0.00802,                0.00802
                    202,                0.71241,                 0.4154,                0.86246,                0.93254,                0.93107,                0.94847,                0.74789,                0.80923,                0.53123,                0.89602,              0.0080101,              0.0080101,              0.0080101
                    203,                 0.7154,                0.41279,                0.87502,                0.92918,                0.93525,                0.95605,                0.74349,                0.82991,                 0.4981,                0.89794,              0.0080002,              0.0080002,              0.0080002
                    204,                0.71893,                0.41382,                0.86709,                0.94033,                 0.9315,                0.95532,                0.74428,                 0.8281,                0.49484,                0.90406,              0.0079903,              0.0079903,              0.0079903
                    205,                0.71621,                0.41131,                0.86297,                 0.9417,                0.90924,                0.94959,                0.74558,                0.82641,                0.49951,                0.89811,              0.0079804,              0.0079804,              0.0079804
                    206,                0.71407,                0.41033,                0.86119,                0.93617,                0.93085,                0.95828,                0.74846,                0.84071,                0.50227,                0.90135,              0.0079705,              0.0079705,              0.0079705
                    207,                0.71468,                0.41183,                0.86507,                0.93496,                0.92237,                0.95181,                0.75133,                0.84394,                0.51378,                 0.9055,              0.0079606,              0.0079606,              0.0079606
                    208,                0.71786,                0.42039,                 0.8651,                0.93123,                0.92328,                0.95641,                0.74747,                0.83357,                0.50435,                0.90524,              0.0079507,              0.0079507,              0.0079507
                    209,                0.72051,                0.41737,                 0.8685,                0.90245,                0.93158,                0.95819,                0.75102,                0.82211,                 0.5043,                0.89782,              0.0079408,              0.0079408,              0.0079408
                    210,                0.72276,                0.41838,                0.86931,                0.93541,                0.92558,                 0.9542,                0.74123,                0.82082,                0.49162,                0.89855,              0.0079309,              0.0079309,              0.0079309
                    211,                0.70953,                0.41336,                0.86523,                0.93067,                0.93525,                0.95599,                0.73836,                0.83975,                 0.4952,                0.90357,               0.007921,               0.007921,               0.007921
                    212,                0.69662,                0.40497,                0.86235,                 0.9308,                0.92251,                0.95472,                0.74462,                0.82446,                0.50414,                0.90097,              0.0079111,              0.0079111,              0.0079111
                    213,                0.71817,                0.40746,                0.86821,                0.91928,                0.93429,                0.95764,                0.74451,                0.83763,                0.50989,                 0.9072,              0.0079012,              0.0079012,              0.0079012
                    214,                0.71013,                0.40262,                0.86281,                0.92144,                0.94381,                0.95587,                 0.7498,                0.83068,                0.51462,                0.90173,              0.0078913,              0.0078913,              0.0078913
                    215,                0.71052,                0.41176,                0.86708,                0.91483,                0.93766,                0.95167,                0.74815,                0.84016,                0.52641,                0.90917,              0.0078814,              0.0078814,              0.0078814
                    216,                0.71977,                0.41183,                0.86354,                0.88986,                0.93972,                0.94156,                0.74191,                0.83582,                0.53927,                0.91025,              0.0078715,              0.0078715,              0.0078715
                    217,                0.71693,                 0.4045,                 0.8626,                0.90734,                0.92346,                0.93402,                0.73573,                0.82929,                0.53957,                0.90479,              0.0078616,              0.0078616,              0.0078616
                    218,                0.70352,                0.40792,                0.86476,                0.91531,                 0.9234,                0.94777,                0.73466,                0.83164,                0.52108,                0.90493,              0.0078517,              0.0078517,              0.0078517
                    219,                0.70656,                0.41043,                0.86198,                0.91508,                 0.9276,                0.94979,                0.73943,                0.84711,                0.51204,                0.90705,              0.0078418,              0.0078418,              0.0078418
                    220,                0.70254,                0.40266,                0.86073,                0.91374,                0.93271,                 0.9482,                0.74457,                0.83087,                0.51057,                0.90437,              0.0078319,              0.0078319,              0.0078319
                    221,                0.69633,                0.40394,                 0.8602,                0.91733,                0.92854,                0.94756,                0.74038,                0.82166,                0.51318,                0.90409,               0.007822,               0.007822,               0.007822
                    222,                0.70976,                0.40663,                0.86618,                0.93446,                0.92077,                0.93971,                0.73271,                0.83443,                0.53523,                0.90914,              0.0078121,              0.0078121,              0.0078121
                    223,                0.71189,                0.40882,                0.86254,                0.93315,                0.91458,                0.93935,                0.73332,                0.81783,                0.54617,                0.89838,              0.0078022,              0.0078022,              0.0078022
                    224,                0.69946,                0.40267,                0.86265,                 0.9424,                0.91798,                0.95678,                0.75567,                0.82625,                0.50394,                0.90115,              0.0077923,              0.0077923,              0.0077923
                    225,                0.68841,                0.38955,                0.85998,                0.94358,                0.91793,                0.95821,                0.75688,                0.81989,                0.50056,                0.89898,              0.0077824,              0.0077824,              0.0077824
                    226,                0.69409,                0.40554,                0.85828,                0.91765,                0.93476,                0.95829,                0.75504,                0.83763,                 0.5193,                0.90237,              0.0077725,              0.0077725,              0.0077725
                    227,                0.69877,                0.40387,                0.86232,                0.94074,                0.92379,                0.95712,                0.74289,                0.82429,                0.51095,                0.90229,              0.0077626,              0.0077626,              0.0077626
                    228,                0.69235,                0.40387,                0.85993,                0.93428,                0.93108,                0.95412,                0.74993,                0.83099,                0.48834,                0.90523,              0.0077527,              0.0077527,              0.0077527
                    229,                0.70006,                0.39705,                0.86642,                0.93388,                0.93131,                0.95345,                0.73925,                0.84632,                0.50281,                0.90465,              0.0077428,              0.0077428,              0.0077428
                    230,                0.70186,                0.39909,                0.86285,                0.94325,                0.91983,                0.95643,                0.75075,                  0.836,                0.49846,                0.90685,              0.0077329,              0.0077329,              0.0077329
                    231,                0.70598,                0.41158,                0.86335,                0.93832,                0.91416,                0.95097,                0.74356,                0.82743,                0.50734,                0.90014,               0.007723,               0.007723,               0.007723
                    232,                0.69473,                0.39894,                0.85954,                0.92722,                0.93481,                0.95759,                0.75295,                0.82981,                0.51366,                0.90302,              0.0077131,              0.0077131,              0.0077131
                    233,                0.70002,                0.39551,                0.86011,                0.92919,                0.92394,                0.95566,                0.74032,                0.81651,                0.50153,                0.89881,              0.0077032,              0.0077032,              0.0077032
                    234,                0.69679,                0.39996,                0.85778,                0.93119,                0.92546,                0.95362,                0.74285,                0.81193,                0.51173,                0.89573,              0.0076933,              0.0076933,              0.0076933
                    235,                0.69208,                  0.391,                0.85501,                0.93583,                0.91463,                0.95541,                0.75434,                 0.8095,                0.51085,                0.89309,              0.0076834,              0.0076834,              0.0076834
                    236,                 0.7051,                0.40827,                0.85674,                0.92788,                0.92506,                0.95513,                0.74068,                0.82064,                0.49261,                0.89657,              0.0076735,              0.0076735,              0.0076735
                    237,                0.68772,                0.39244,                0.86018,                0.93216,                0.92504,                0.95147,                0.74481,                 0.8152,                0.48503,                0.89505,              0.0076636,              0.0076636,              0.0076636
                    238,                0.70246,                0.40084,                0.86001,                0.92676,                0.93539,                0.95229,                 0.7448,                0.79308,                0.48135,                0.89001,              0.0076537,              0.0076537,              0.0076537
                    239,                0.69021,                0.39894,                0.86051,                0.93692,                0.92575,                0.95077,                0.74478,                0.80193,                  0.509,                 0.8946,              0.0076438,              0.0076438,              0.0076438
                    240,                 0.7022,                0.40688,                0.86442,                0.91911,                0.93033,                0.94251,                0.74214,                0.81326,                0.51284,                0.89559,              0.0076339,              0.0076339,              0.0076339
                    241,                0.68336,                0.39618,                0.85813,                0.91954,                0.93722,                0.95187,                0.75297,                0.80883,                0.51172,                 0.8938,               0.007624,               0.007624,               0.007624
                    242,                0.68969,                0.39739,                0.85741,                0.91814,                0.93287,                0.94886,                0.74591,                0.81878,                0.51708,                0.89534,              0.0076141,              0.0076141,              0.0076141
                    243,                0.67668,                0.38985,                0.85981,                0.93646,                0.91658,                0.94386,                0.74689,                0.80505,                0.52063,                0.89225,              0.0076042,              0.0076042,              0.0076042
                    244,                0.69841,                 0.4018,                0.86245,                 0.9379,                0.91194,                0.94687,                0.75612,                0.81227,                0.51911,                0.89278,              0.0075943,              0.0075943,              0.0075943
                    245,                0.68699,                0.39191,                 0.8585,                 0.9337,                0.91957,                0.94373,                0.73982,                0.79738,                0.53164,                0.88858,              0.0075844,              0.0075844,              0.0075844
